Player_id,Position_Code
243249,CM
243249,LM
243249,CAM
228151,CDM
228151,CM
207421,LW
207421,ST
207421,LM
246113,LB
246113,LM
237937,CM
237937,RB
237937,RM
237477,LM
237477,RM
237477,CAM
237477,LW
273883,CM
273883,CDM
232411,CAM
232411,LM
232411,ST
232411,CM
236556,CM
236556,CDM
236556,CB
236822,LB
236822,LM
236822,CB
238616,RM
238616,LM
238616,ST
238616,RW
227884,RB
227884,RM
230977,RW
230977,RM
230977,CAM
240451,LM
240451,LB
240451,LW
196432,CDM
196432,CB
234579,ST
234579,LW
234579,LM
256632,RM
256632,LM
256632,RW
224394,LM
224394,LW
224394,LB
251805,RB
251805,LB
251805,CB
251805,RM
232639,RM
232639,CAM
232639,RB
226789,CAM
226789,CM
236792,CDM
236792,CM
259075,RB
259075,RM
195365,CM
195365,CDM
240740,LM
240740,LW
210537,RW
210537,RM
236668,LM
236668,LB
236668,LW
235167,CM
235167,CDM
195033,CM
195033,LM
195033,CAM
239373,ST
220175,CM
220175,CDM
220175,RB
220175,CAM
162347,CM
162347,CDM
211504,CM
211504,CDM
211504,CAM
258890,CAM
258890,CM
263287,LM
263287,RM
263287,CAM
263287,LW
236920,CAM
236920,LM
236920,CM
215193,CM
215193,RM
215193,CDM
215193,RW
217036,LB
217036,LM
245461,ST
245461,LW
245461,CAM
202489,CM
202489,CDM
236045,LB
236045,CB
236045,LM
205343,CM
205343,CDM
236632,LW
236632,LM
223105,CM
223105,RM
223105,LM
223105,RW
146562,CAM
146562,CM
146562,LM
231044,CM
231044,ST
231044,CAM
210831,CM
210831,CDM
222357,ST
244176,ST
244176,CAM
260593,CM
260593,CDM
260593,CAM
252440,RM
252440,RB
278349,CB
230225,CB
230225,CDM
181872,CM
181872,CAM
181872,CDM
220793,CB
226431,CM
226431,CDM
226431,CB
237183,RW
237183,CAM
237183,RM
237841,RB
237841,CB
237841,RM
205369,CM
205369,CDM
205369,CAM
224841,CB
224841,LB
224841,RB
252027,CM
252027,CDM
220834,RW
220834,CAM
220834,ST
220834,RM
220075,CM
220075,CDM
220075,CAM
278016,CB
268804,CB
221969,LB
221969,LM
186146,ST
270633,CB
228941,ST
264293,CM
264293,CAM
243593,LW
243593,LM
244108,CAM
244108,CM
235945,CDM
235945,CM
233178,LB
233178,LM
204542,CM
204542,CDM
204542,LM
213301,CM
213301,CDM
190813,LM
190813,LW
190813,CAM
257470,RW
257470,RM
216549,ST
216549,RW
216549,RM
270068,LM
270068,RM
270068,RB
270068,LW
233478,CM
233478,CAM
257345,RB
257345,LB
257345,RM
256341,CM
256341,RB
256341,CDM
240992,CDM
240992,CM
235389,CAM
235389,CM
244373,CAM
244373,CM
244373,CDM
243657,CDM
243657,CM
272350,CM
272350,CAM
272350,RW
225523,RB
225523,LB
225523,RM
199422,CDM
199422,CM
232446,CM
232446,CDM
240915,LB
240915,LM
220710,RM
220710,RW
256903,ST
242332,CM
242332,CAM
255654,CB
255654,RB
227508,CM
